InstitutionCode,CollectionCode,CatalogNumber,IndividualCount,ScientificName,Family,PreparationType,Tissues,Latitude,Longitude,CoordinateUncertaintyInMeters,HorizontalDatum,Country,StateProvince,County,Island,IslandGroup,Locality,VerbatimElevation,VerbatimDepth,YearCollected,MonthCollected,DayCollected,Collector,GeorefMethod,LatLongComments,BasisOfRecord,Remarks,DateLastModified
"ANSP","ORN","31257","","Bombycilla cedrorum","","","","","","","","Canada","BRITISH COLUMBIA","","","","LAKE LA HACHE","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","31258","","Bombycilla cedrorum","","","","","","","","Canada","BRITISH COLUMBIA","","","","SICANIOUS","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","31259","","Bombycilla cedrorum","","","","","","","","Canada","BRITISH COLUMBIA","","","","VERNON","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","31260","","Bombycilla cedrorum","","","","","","","","Canada","BRITISH COLUMBIA","","","","NELSON","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","33053","","Bombycilla cedrorum","","","","","","","","USA","PENNSYLVANIA","","","","WEST GOSHEN TWP","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","34016","","Bombycilla garrulus pallidiceps","","","","","","","","USA","MICHIGAN","","","","SOUTH MICHIGAN","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","34017","","Bombycilla garrulus pallidiceps","","","","","","","","USA","WISCONSIN","","","","MILWAUKEE","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","34018","","Bombycilla cedrorum","","","","","","","","USA","PENNSYLVANIA","","","","MARPLE","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","34019","","Bombycilla cedrorum","","","","","","","","USA","PENNSYLVANIA","","","","MARPLE","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","34020","","Bombycilla cedrorum","","","","","","","","USA","NEW JERSEY","","","","HADDONFIELD","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","34021","","Bombycilla cedrorum","","","","","","","","USA","NEW JERSEY","","","","HADDONFIELD","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","34022","","Bombycilla cedrorum","","","","","","","","USA","NEW JERSEY","","","","HADDONFIELD","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","35627","","Bombycilla garrulus pallidiceps","","","","","","","","USA","WISCONSIN","","","","RACINE","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","35630","","Bombycilla cedrorum","","","","","","","","USA","DISTRICT OF COLUMBIA","","","","WASHINGTON D C; QUEENS CHAPEL","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","37200","","Bombycilla cedrorum","","","","","","","","USA","PENNSYLVANIA","","","","","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","37840","","Bombycilla garrulus pallidiceps","","","","","","","","USA","COLORADO","","","","","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","41277","","Bombycilla cedrorum","","","","","","","","USA","PENNSYLVANIA","NTY","","","","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","43204","","Bombycilla cedrorum","","","","","","","","USA","PENNSYLVANIA","NTY","","","","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","43735","","Bombycilla cedrorum","","","","","","","","USA","PENNSYLVANIA","","","","","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","43736","","Bombycilla cedrorum","","","","","","","","USA","PENNSYLVANIA","","","","","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","43737","","Bombycilla cedrorum","","","","","","","","USA","PENNSYLVANIA","","","","","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","43738","","Bombycilla cedrorum","","","","","","","","USA","PENNSYLVANIA","","","","","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","43739","","Bombycilla cedrorum","","","","","","","","USA","PENNSYLVANIA","","","","","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","43740","","Bombycilla cedrorum","","","","","","","","USA","PENNSYLVANIA","","","","","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","43742","","Bombycilla cedrorum","","","","","","","","USA","PENNSYLVANIA","","","","","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","44171","","Bombycilla cedrorum","","","","","","","","USA","PENNSYLVANIA","NTY","","","","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","8891","","Bombycilla garrulus pallidiceps","","","","","","","","Canada","","","","","BEAR LAKE","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","41498","","Bombycilla garrulus pallidiceps","","","","","","","","USA","COLORADO","","","","","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","41499","","Bombycilla garrulus pallidiceps","","","","","","","","USA","COLORADO","","","","","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","41500","","Bombycilla garrulus pallidiceps","","","","","","","","USA","COLORADO","","","","","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","41501","","Bombycilla garrulus pallidiceps","","","","","","","","USA","COLORADO","","","","","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","41502","","Bombycilla garrulus pallidiceps","","","","","","","","USA","COLORADO","","","","","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","41503","","Bombycilla garrulus pallidiceps","","","","","","","","USA","COLORADO","","","","","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","46332","","Bombycilla garrulus pallidiceps","","","","","","","","USA","MINNESOTA","","","","LA CRESCENT","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","46333","","Bombycilla garrulus pallidiceps","","","","","","","","USA","MINNESOTA","","","","LA CRESCENT","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","46334","","Bombycilla garrulus pallidiceps","","","","","","","","USA","MINNESOTA","","","","LA CRESCENT","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","44672","","Bombycilla cedrorum","","","","","","","","USA","PENNSYLVANIA","","","","","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","44673","","Bombycilla cedrorum","","","","","","","","USA","PENNSYLVANIA","","","","","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","48635","","Bombycilla cedrorum","","","","","","","","USA","SOUTH CAROLINA","","","","","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","48636","","Bombycilla cedrorum","","","","","","","","USA","SOUTH CAROLINA","","","","","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","48637","","Bombycilla cedrorum","","","","","","","","USA","SOUTH CAROLINA","","","","","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","48638","","Bombycilla cedrorum","","","","","","","","USA","SOUTH CAROLINA","","","","","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","48640","","Bombycilla cedrorum","","","","","","","","USA","SOUTH CAROLINA","","","","","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","52770","","Bombycilla cedrorum","","","","","","","","Mexico","YUCATAN","","","","","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","52771","","Bombycilla cedrorum","","","","","","","","Canada","ONTARIO","","","","TORONTO","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","52772","","Bombycilla cedrorum","","","","","","","","Canada","ONTARIO","","","","TORONTO","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","52773","","Bombycilla cedrorum","","","","","","","","Canada","ONTARIO","","","","TORONTO","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","57470","","Bombycilla cedrorum","","","","","","","","USA","PENNSYLVANIA","","","","BETHESDA","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","57471","","Bombycilla cedrorum","","","","","","","","USA","PENNSYLVANIA","","","","BETHESDA","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","57472","","Bombycilla cedrorum","","","","","","","","USA","PENNSYLVANIA","","","","BETHESDA","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","57473","","Bombycilla cedrorum","","","","","","","","USA","PENNSYLVANIA","","","","BETHESDA","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","62449","","Bombycilla cedrorum","","","","","","","","USA","PENNSYLVANIA","","","","AMBLER","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","65305","","Bombycilla cedrorum","","","","","","","","USA","PENNSYLVANIA","","","","CONSHOHOCKEN","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","176639","","Bombycilla cedrorum","","","","","","","","USA","PENNSYLVANIA","","","","CONSHOHOCKEN","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","65915","","Bombycilla cedrorum","","","","","","","","USA","PENNSYLVANIA","","","","LANDBERG","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","65916","","Bombycilla cedrorum","","","","","","","","USA","PENNSYLVANIA","","","","KENNETT SQUARE","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","65918","","Bombycilla cedrorum","","","","","","","","USA","PENNSYLVANIA","","","","KENNETT SQUARE","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","65919","","Bombycilla cedrorum","","","","","","","","USA","DELAWARE","","","","GREENBANK","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","65920","","Bombycilla cedrorum","","","","","","","","USA","DELAWARE","","","","GREENBANK","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","65921","","Bombycilla cedrorum","","","","","","","","USA","PENNSYLVANIA","","","","KENNETT TWP","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","65923","","Bombycilla cedrorum","","","","","","","","USA","PENNSYLVANIA","","","","LANDENBERG","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","65924","","Bombycilla cedrorum","","","","","","","","USA","PENNSYLVANIA","","","","KENNETT SQUARE","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","67013","","Bombycilla cedrorum","","","","","","","","USA","NEW JERSEY","","","","","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","69628","","Bombycilla cedrorum","","","","","","","","USA","PENNSYLVANIA","","","","MOSCOW","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","69632","","Bombycilla cedrorum","","","","","","","","USA","PENNSYLVANIA","A","","","PHILADELPHIA; HOLMESBURG","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","70128","","Bombycilla cedrorum","","","","","","","","USA","NEW JERSEY","","","","HADDONFIELD","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","70132","","Bombycilla cedrorum","","","","","","","","USA","PENNSYLVANIA","A","","","PHILADELPHIA; CHESNUT HILL","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","72928","","Bombycilla cedrorum","","","","","","","","USA","Florida","","","","ST. MARKS","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","72929","","Bombycilla cedrorum","","","","","","","","USA","Florida","","","","ST. MARKS","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","74692","","Bombycilla cedrorum","","","","","","","","USA","MARYLAND","","","","PERRYVILLE","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","74693","","Bombycilla cedrorum","","","","","","","","USA","MARYLAND","","","","PERRYVILLE","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","74694","","Bombycilla cedrorum","","","","","","","","USA","MARYLAND","","","","PERRYVILLE","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","74695","","Bombycilla cedrorum","","","","","","","","USA","NEW JERSEY","","","","AVALON","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","74696","","Bombycilla cedrorum","","","","","","","","USA","NEW JERSEY","","","","AVALON","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","74697","","Bombycilla cedrorum","","","","","","","","USA","NEW JERSEY","","","","AVALON","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","74698","","Bombycilla cedrorum","","","","","","","","USA","NEW JERSEY","","","","AVALON","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","74699","","Bombycilla cedrorum","","","","","","","","USA","NEW JERSEY","","","","AVALON","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","75074","","Bombycilla cedrorum","","","","","","","","USA","MAINE","","","","KING AND BARTLETT LAKE","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","75075","","Bombycilla cedrorum","","","","","","","","USA","MAINE","","","","KING AND BARTLETT LAKE","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","76182","","Bombycilla cedrorum","","","","","","","","USA","PENNSYLVANIA","A","","","PHILADELPHIA; OLNEY","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","76183","","Bombycilla cedrorum","","","","","","","","USA","PENNSYLVANIA","A","","","PHILADELPHIA; OLNEY","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","76184","","Bombycilla cedrorum","","","","","","","","USA","PENNSYLVANIA","A","","","PHILADELPHIA; OLNEY","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","76185","","Bombycilla cedrorum","","","","","","","","USA","PENNSYLVANIA","A","","","PHILADELPHIA; OLNEY","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","76186","","Bombycilla cedrorum","","","","","","","","USA","PENNSYLVANIA","A","","","PHILADELPHIA; OLNEY","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","78110","","Bombycilla cedrorum","","","","","","","","USA","PENNSYLVANIA","","","","ARDMORE","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","78111","","Bombycilla cedrorum","","","","","","","","USA","PENNSYLVANIA","","","","ARDMORE","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","78112","","Bombycilla cedrorum","","","","","","","","USA","VIRGINIA","","","","CAPE CHARLES","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","78113","","Bombycilla cedrorum","","","","","","","","USA","VIRGINIA","","","","CAPE CHARLES","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","80121","","Bombycilla cedrorum","","","","","","","","Canada","NOVA SCOTIA","","","","CROWELL","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","80122","","Bombycilla cedrorum","","","","","","","","Canada","NOVA SCOTIA","","","","CROWELL","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","80123","","Bombycilla cedrorum","","","","","","","","USA","DELAWARE","","","","NEWPORT","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","81798","","Bombycilla garrulus pallidiceps","","","","","","","","USA","SOUTH DAKOTA","","","","CUSTER","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","81799","","Bombycilla garrulus pallidiceps","","","","","","","","USA","MINNESOTA","","","","","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","81800","","Bombycilla cedrorum","","","","","","","","USA","Florida","","","","","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","81801","","Bombycilla cedrorum","","","","","","","","USA","PENNSYLVANIA","","","","","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","81802","","Bombycilla cedrorum","","","","","","","","USA","PENNSYLVANIA","","","","","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","81803","","Bombycilla cedrorum","","","","","","","","USA","PENNSYLVANIA","","","","WEST CHESTER","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","86586","","Bombycilla cedrorum","","","","","","","","USA","NEW YORK","","","","FAR ROCKAWAY","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","86587","","Bombycilla cedrorum","","","","","","","","USA","NEW YORK","","","","FAR ROCKAWAY","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","86588","","Bombycilla cedrorum","","","","","","","","USA","MAINE","","","","BIG LAKE","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","46747","","Bombycilla garrulus pallidiceps","","","","","","","","USA","NORTH DAKOTA","","","","GRAHAM'S ISLAND","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","46748","","Bombycilla garrulus pallidiceps","","","","","","","","USA","NORTH DAKOTA","","","","GRAHAM'S ISLAND","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","46749","","Bombycilla garrulus pallidiceps","","","","","","","","USA","NORTH DAKOTA","","","","GRAHAM'S ISLAND","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","138181","","Bombycilla cedrorum","","","","","","","","USA","PENNSYLVANIA","","","","HAVERFORD COLLEGE","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","138182","","Bombycilla cedrorum","","","","","","","","USA","PENNSYLVANIA","","","","HAVERFORD COLLEGE","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","162305","","Bombycilla cedrorum","","","","","","","","USA","PENNSYLVANIA","A","","","PHILADELPHIA; GERMANTOWN","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","171919","","Bombycilla cedrorum","","","","","","","","USA","NEW JERSEY","","","","","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","160479","","Bombycilla garrulus","","","","","","","","USA","WYOMING","","","","","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","167804","","Bombycilla cedrorum","","","","","","","","USA","Georgia","","","","","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","177285","","Bombycilla cedrorum","","","","","","","","USA","PENNSYLVANIA","","","","PHILADELPHIA; FRANKFORD","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","175748","","Bombycilla cedrorum","","","","","","","","USA","PENNSYLVANIA","PHILADELPHIA","","","PHILADELPHIA; NEAR AIRPORT","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","190629","","Bombycilla cedrorum","","","","","","","","USA","New York","Orleans","","","Gaines","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","190801","","Bombycilla cedrorum","","","","","","","","USA","New Jersey","Cape May","","","Cape May Point","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","190802","","Bombycilla cedrorum","","","","","","","","USA","New Jersey","Cape May","","","Cape May Point, E. Lake and Yale","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","190803","","Bombycilla cedrorum","","","","","","","","USA","New Jersey","Cape May","","","Cape May Point","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","191560","","Bombycilla cedrorum","","","","","","","","USA","New Hampshire","Carroll","","","North Sandwich","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","191852","","Bombycilla cedrorum","","","","","","","","USA","New Jersey","Camden","","","Haddon Heights; Haddon Heights High School","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","191882","","Bombycilla cedrorum","","","","","","","","USA","Pennsylvania","Bucks","","","Lower Makefield","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","","","Bombycilla cedrorum","","","","","","","","USA","Pennsylvania","Montgomery Co.","","","Green Lane Reservoir","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","","","Bombycilla cedrorum","","","","","","","","USA","New Hampshire","Lily Cove","","","Squam Lake","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","","","Bombycilla cedrorum","","","","","","","","USA","New Hampshire","","","","North Sandwich","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"ANSP","ORN","","","Bombycilla cedrorum","","","","","","","","USA","Pennsylvania","Philadelphia","","","Roxborough; 150 Spring Lane","","","","","","","","","","","2007-02-26T00:00:00-05:00"
"WNMU","Bird","118","1","Bombycilla cedrorum","Bombycillidae","skin","","","","","","United States","Michigan","Lapeer County","","","Imlay City","","","1943","6","1","Jack Bayes","","","PreservedSpecimen","Found dead","2007-02-22T09:50:20Z"
"WNMU","Bird","119","1","Bombycilla garrulus","Bombycillidae","skin","","","","","","United States","New Mexico","Santa Fe County","","","Tesuque","","","1959","4","27","William S. Huey","","","PreservedSpecimen","","2007-02-22T09:50:27Z"
"WNMU","Bird","272","1","Bombycilla cedrorum","Bombycillidae","skin","","","","","","United States","New Mexico","Grant County","","","Silver City","","","1967","4","15","E. Vanden Bosch","","","PreservedSpecimen","Found dead","2007-02-22T09:55:57Z"
"WNMU","Bird","549","1","Bombycilla garrulus","Bombycillidae","skin","","","","","","United States","New Mexico","Santa Fe County","","","Tesuque","","","1962","1","18","Levon Lee","","","PreservedSpecimen","","2007-02-22T10:24:45Z"
